,artist_name,track_name,track_id,popularity,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
612503,Miley Cyrus,Flowers,0yLdNVWF3Srea0uzk55zFn,100,pop,0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,4
605178,Bizarrap,"Shakira: Bzrp Music Sessions, Vol. 53",4nrPB8O7Y7wsOCJdgXkthe,96,hip-hop,0.778,0.632,2,-5.6,0,0.0493,0.274,0.0,0.0915,0.498,122.104,4
612504,The Weeknd,Die For You - Remix,7oDd86yk8itslrA9HRP2ki,95,pop,0.531,0.525,1,-6.5,0,0.0671,0.232,0.0,0.441,0.502,66.9,4
569184,SZA,Kill Bill,1Qrg8KqiBpW07V7PNxwwwL,94,pop,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,4
569195,Manuel Turizo,La Bachata,5ww2BF9slyYgNOk37BlC4u,93,pop,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,4
541577,David Guetta,I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,93,dance,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4
569191,Rema,Calm Down (with Selena Gomez),0WtM2NBVQNNJLh6scP13H8,93,pop,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,4
569188,d4vd,Here With Me,78Sw5GDo6AlGwTwanjXbGh,92,pop,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023,4
608232,NewJeans,OMG,65FftemJ1DbbZ45DUfHJXE,92,k-pop,0.804,0.771,9,-4.067,0,0.0433,0.357,3.07e-06,0.108,0.739,126.956,4
569190,Sam Smith,Unholy (feat. Kim Petras),3nqQXoyQOWXiESFLlDF1hG,92,pop,0.714,0.472,2,-7.375,1,0.0864,0.013,4.51e-06,0.266,0.238,131.121,4
560200,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",2tTmW7RDtMQtBk7m2rYeSw,92,hip-hop,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,4
569187,Taylor Swift,Anti-Hero,0V3wPSX9ygBnCm8psDIegu,92,pop,0.637,0.643,4,-6.571,1,0.0519,0.13,1.8e-06,0.142,0.533,97.008,4
568440,OneRepublic,I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,91,piano,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4
569194,Stephen Sanchez,Until I Found You (with Em Beihold) - Em Beihold Version,1Y3LN4zO1Edc2EluIoSPJN,91,pop,0.551,0.55,10,-5.339,1,0.0286,0.777,0.0,0.202,0.342,101.19,3
574169,Natanael Cano,AMG,1lRtH4FszTrwwlK5gTSbXO,91,sad,0.772,0.73,11,-6.657,0,0.0972,0.152,0.000107,0.274,0.786,136.175,3
77591,Arctic Monkeys,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,91,garage,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4
560194,Yandel,Yandel 150,2oiixB9QMIzhWaHGVlQx4g,91,hip-hop,0.783,0.729,6,-3.549,0,0.0691,0.0492,0.000272,0.1,0.58,167.968,4
461991,The Weeknd,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,90,pop,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4
377663,Chris Brown,Under The Influence,5IgjP7X4th6nMNDh4akUHb,90,dance,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,4
564141,NewJeans,Ditto,3r8RuvgbX9s7ammBn07D3W,90,k-pop,0.814,0.641,6,-5.957,0,0.111,0.027,0.0,0.0993,0.183,133.854,4
541578,RAYE,Escapism.,5Z2MiIZ5I3jJvvmeWMLbOQ,90,dance,0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107,4
817977,Eminem,Mockingbird,561jH07mF1jHuk7KlaeF0s,90,hip-hop,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,4
569215,Ozuna,Hey Mor,1zsPaEkglFvxjAhrM8yhpr,90,pop,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,4
569186,SZA,Snooze,4iZ4pt7kvcaH6Yo8UoZ4s2,90,pop,0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008,4
569185,d4vd,Romantic Homicide,1xK59OXxi2TAAAbmZK0kBL,90,pop,0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,4
569192,Harry Styles,As It Was,4LRPiXqCikLlN15c3yImP7,90,pop,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4
615625,Peso Pluma,PRC,2mpoNBkngUEwnaKoBhZ0vl,90,sad,0.784,0.826,7,-6.34,0,0.0538,0.0965,7.09e-05,0.123,0.893,138.078,3
560181,Drake,Rich Flex,1bDbXMyjaUIooNwFE9wn0N,90,hip-hop,0.561,0.52,11,-9.342,0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,3
541581,Meghan Trainor,Made You Look,0QHEIqNKsMoOY5urbzN48u,89,dance,0.838,0.525,10,-3.562,1,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,4
541582,Tiësto,10:35,6BePGk3eCan4FqaW2X8Qy3,89,dance,0.696,0.793,8,-5.733,1,0.097,0.0683,3.78e-06,0.18,0.698,120.003,4
541579,Beyoncé,CUFF IT,1xzi1Jcr7mEi9K2RfzLOqS,89,dance,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,4
569209,Feid,CHORRITO PA LAS ANIMAS,0CYTGMBYkwUxrj1MWDLrC5,89,pop,0.743,0.831,8,-4.042,0,0.0584,0.114,6.43e-05,0.35,0.609,95.975,4
574168,Carin Leon,Que Vuelvas,6Um358vY92UBv5DloTRX9L,89,sad,0.491,0.643,10,-4.309,1,0.0442,0.187,0.0,0.109,0.779,162.469,4
561970,JVKE,golden hour,5odlY52u43F5BjByhxg7wg,89,indie-pop,0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,3
560190,Ñengo Flow,Gato de Noche,54ELExv56KCAB4UP9cOCzC,89,hip-hop,0.892,0.662,8,-3.894,1,0.162,0.169,1.24e-06,0.363,0.607,93.976,4
549416,Lizzy McAlpine,ceilings,2L9N0zZnd37dwF0clgxMGI,89,folk,0.516,0.322,9,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,3
605182,Gorillaz,Tormenta (feat. Bad Bunny),38UYeBLfvpnDSG9GznZdnL,89,hip-hop,0.637,0.768,0,-6.468,1,0.056,0.458,0.00192,0.378,0.297,94.982,4
560192,Oliver Tree,Miss You,73vIOb4Q7YN6HeJTbscRx5,89,hip-hop,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,4
608233,j-hope,on the street (with J. Cole),5wxYxygyHpbgv0EXZuqb9V,88,k-pop,0.681,0.821,11,-5.12,0,0.131,0.532,0.00111,0.0921,0.813,94.074,4
541580,Sabrina Carpenter,Nonsense,6dgUya35uo964z7GZXM07g,88,dance,0.74,0.697,8,-4.912,1,0.034,0.0268,0.0,0.224,0.732,138.992,4
576554,Marília Mendonça,Leão,2K9kZpwD2CzTa6iiSYYOoO,88,sertanejo,0.743,0.865,6,-3.897,1,0.0315,0.449,3.05e-06,0.297,0.794,129.999,4
590794,Morgan Wallen,Last Night,59uQI0PADDKeE6UZDTJEe8,88,country,0.517,0.675,6,-5.382,1,0.0357,0.459,0.0,0.151,0.518,203.853,4
350200,The Weeknd,I Was Never There,1cKHdTo9u0ZymJdPGSh6nq,88,pop,0.323,0.737,10,-4.008,1,0.0338,0.142,0.000162,0.163,0.155,113.26,4
732739,Eminem,Without Me,7lQ8MOhq6IN2w8EYcFNSUk,87,hip-hop,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,4
350201,The Weeknd,Call Out My Name,09mEdoA6zrmBPgTEN5qXmN,87,pop,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,3
406370,Harry Styles,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,87,pop,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,4
569196,Harry Styles,Late Night Talking,1qEmFfgcLObUfQm0j1W2CK,87,pop,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,4
569238,Feid,Feliz Cumpleaños Ferxxo,2CeKVsFFXG4QzA415QygGb,87,pop,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,4
304270,White Noise Baby Sleep,Clean White Noise - Loopable with no fade,2bRKxuH1o7pTmb1y4GfdEc,87,sleep,0.0,0.00342,8,-28.46,1,0.0,0.791,1.0,0.111,0.0,0.0,0
605184,Cartel De Santa,Shorty Party,55ZATsjPlTeSTNJOuW90pW,87,hip-hop,0.928,0.468,2,-8.196,1,0.364,0.328,4.27e-06,0.0986,0.47,96.006,4
138937,J. Cole,No Role Modelz,68Dni7IE4VyPkTOH9mRWHr,87,hip-hop,0.69,0.521,10,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028,4
461993,The Weeknd,Save Your Tears,5QO79kh1waicV47BqGRL3g,87,pop,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,4
560203,Arcángel,La Jumpa,5MxFWjuqQIsbNWbMdMdbli,87,hip-hop,0.713,0.703,8,-5.769,1,0.194,0.298,0.0,0.321,0.576,123.06,4
293468,Ed Sheeran,Perfect,0tgVpDi06FyKpA1z0VMD4v,87,pop,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,3
40342,Bruno Mars,When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,87,pop,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,4
605179,The Kid LAROI,Love Again,4sx6NRwL6Ol3V6m9exwGlQ,87,hip-hop,0.662,0.398,11,-6.691,0,0.0275,0.716,0.0,0.111,0.468,107.001,4
541588,Shakira,Monotonía,6G12ZafqofSq7YtrMqUm76,87,dance,0.873,0.695,0,-4.207,0,0.0459,0.419,1.23e-06,0.211,0.823,131.963,4
399063,New West,Those Eyes,50x1Ic8CaXkYNvjmxe3WXy,87,indie-pop,0.593,0.352,4,-8.296,1,0.0284,0.695,2.22e-05,0.3,0.226,119.988,3
350203,Billie Eilish,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,87,pop,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,4
293465,Ruth B.,Dandelions,2eAvDnpXP5W0cVtiI0PUxV,87,pop,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,3
574170,Fuerza Regida,Bebe Dame,0mzsLrUNazBaRfYZfjmpSV,87,sad,0.537,0.602,7,-4.631,1,0.0458,0.296,0.0,0.0715,0.753,157.437,4
569189,SZA,Low,2GAhgAjOhEmItWLfgisyOn,87,pop,0.698,0.546,0,-7.234,0,0.0559,0.425,0.00314,0.16,0.335,145.044,4
146771,One Direction,Night Changes,5O2P9iiztwhomNh8xkR9lJ,86,pop,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,4
77593,Arctic Monkeys,Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,86,garage,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4
506678,Tory Lanez,The Color Violet,3azJifCSqg9fRij2yKIbWz,86,hip-hop,0.645,0.534,6,-10.8,0,0.0479,0.157,0.0,0.0863,0.463,105.02,4
197514,The Weeknd,The Hills,7fBv7CLKzipRk6EC6TWHOB,86,pop,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,4
572948,Imagine Dragons,Bones,0HqZX76SFLDz2aW8aiqi7G,86,rock,0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071,4
560182,Drake,Jimmy Cooks (feat. 21 Savage),3F5CgOj3wFlRv51JsHbxhe,86,hip-hop,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,4
569193,Taylor Swift,Lavender Haze,5jQI2r1RdgtuT8S3iG8zFC,86,pop,0.733,0.436,10,-10.489,1,0.08,0.258,0.000573,0.157,0.0976,96.985,4
591083,Niall Horan,Heaven,1yHVHoz6Ny29gbbWJYVnFt,86,dance,0.571,0.761,5,-3.485,1,0.0261,0.0708,0.0,0.331,0.681,91.991,4
564142,NewJeans,Hype Boy,0a4MMyCrzT0En247IhqZbD,86,k-pop,0.593,0.935,4,-3.43,0,0.225,0.268,0.0,0.286,0.783,99.976,4
732741,Eminem,Superman,4woTEX1wYOTGDqNXuavlRC,86,hip-hop,0.802,0.755,4,-3.138,0,0.0564,0.0215,0.0,0.295,0.58,130.027,4
297308,Imagine Dragons,Believer,0pqnGHJpmpxLKifKRmU6WP,86,rock,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,4
540766,Zach Bryan,Something in the Orange,3WMj8moIAXJhHsyLaqIIHI,86,country,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3
547736,Wisin & Yandel,Besos Moja2,6OzUIp8KjuwxJnCWkXp1uL,86,electro,0.736,0.727,5,-4.642,0,0.0571,0.0584,1.91e-06,0.0976,0.644,94.048,4
645970,Eminem,The Real Slim Shady,3yfqSUWxFvZELEM4PmlwIR,86,hip-hop,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,4
140597,TV Girl,Lovers Rock,6dBUzqjtbnIa1TwYbyw5CM,85,indie-pop,0.559,0.871,5,-5.338,0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,4
293477,Ed Sheeran,Shape of You,7qiZfU4dY1lWllzX7mPBI3,85,pop,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,4
462004,Elley Duhé,MIDDLE OF THE NIGHT,58HvfVOeJY7lUuCqF0m3ly,85,pop,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,3
264770,Shawn Mendes,There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,85,dance,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,4
461999,Fujii Kaze,Shinunoga E-Wa,0o9zmvc5f3EFApU52PPIyW,85,pop,0.6,0.76,6,-6.124,0,0.0452,0.166,4.09e-05,0.189,0.519,158.078,4
77592,Arctic Monkeys,Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,85,garage,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,4
461994,Conan Gray,Heather,4xqrdfXkTW4T0RauPLv3WA,85,pop,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,3
560541,King,Maan Meri Jaan,1418IuVKQPTYqt7QNJ9RXN,85,hip-hop,0.698,0.505,6,-8.242,0,0.0356,0.354,0.0,0.0995,0.396,95.868,4
515566,Nicky Youre,Sunroof,4h4QlmocP3IuwYEj2j14p8,85,pop,0.768,0.714,10,-5.11,1,0.0401,0.352,0.0,0.15,0.842,131.443,4
461998,The Weeknd,After Hours,2p8IUWQDrpjuFltbdgLOag,85,pop,0.664,0.572,5,-6.099,0,0.0305,0.0811,0.00604,0.121,0.143,108.959,4
515569,Ed Sheeran,Shivers,50nfwKoDiSYg8zOCREWAm5,85,pop,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4
615627,Junior H,El Azul,1haJsMtoBhHfvuM7XWuT3W,85,sad,0.558,0.648,9,-7.081,0,0.055,0.226,7.76e-06,0.0986,0.844,143.876,3
293464,Taylor Swift,Don’t Blame Me,1R0a2iXumgCiFb7HEZ7gUE,85,pop,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,4
487891,Doja Cat,Woman,6Uj1ctrBOjOas8xZXGqKk4,85,dance,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4
569204,Joji,Glimpse of Us,6xGruZOHLs39ZbVccQTuPZ,85,pop,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,3
520494,Peso Pluma,Por las Noches,2VzCjpKvPB1l1tqLndtAQa,85,sad,0.807,0.595,0,-7.19,1,0.0325,0.31,2.44e-05,0.0735,0.392,92.491,4
612512,Miley Cyrus,River,04CqLjewJiSAqM210vZAmT,85,pop,0.613,0.803,9,-5.171,1,0.0367,0.000525,0.000333,0.189,0.461,127.989,4
617257,AgroPlay,Nosso Quadro,1bzRhnrWU1l1u4Bby9ZbfQ,85,sertanejo,0.689,0.71,9,-4.822,1,0.196,0.33,0.0,0.312,0.606,160.015,4
576555,Israel & Rodolffo,Bombonzinho - Ao Vivo,4o6v3Oooyt7HF20idztRD4,85,sertanejo,0.651,0.947,1,-3.669,1,0.0539,0.305,0.0,0.92,0.722,158.046,4
321015,Calvin Harris,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,85,dance,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4
232723,Seafret,Atlantis,1Fid2jjqsHViMX6xNH70hE,85,folk,0.4,0.479,8,-7.989,0,0.0308,0.0529,2.14e-06,0.115,0.213,166.159,4
515573,Stephen Sanchez,Until I Found You,0T5iIrXA4p5GsubkhuBIKV,85,pop,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,3
272512,XXXTENTACION,Revenge,5TXDeTFVRVY7Cvt0Dw4vWW,85,emo,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,4
515568,Justin Bieber,Ghost,6I3mqTwhRpn34SLVafSH7G,85,pop,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,4
560201,Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),38T0tPVZHcPZyhtOcCP7pF,85,hip-hop,0.637,0.715,2,-4.971,0,0.0455,0.148,0.0,0.0892,0.308,141.872,4
506685,The Kid LAROI,STAY (with Justin Bieber),5HCyWlXZPP0y6Gqq8TgA20,85,hip-hop,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,4
541590,Shakira,Te Felicito,2rurDawMfoKP4uHyb2kJBt,85,dance,0.695,0.636,5,-4.654,1,0.317,0.234,0.0,0.081,0.575,174.14,4
564147,Jung Kook,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],1RDvyOk4WtPCtoqciJwVn8,85,k-pop,0.71,0.879,0,-4.218,1,0.0422,0.158,0.00142,0.439,0.341,114.993,4
12104,Bruno Mars,Locked out of Heaven,3w3y8KPTfNeOKPiqUTakBh,85,dance,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,4
612615,TINI,Cupido,2xVcCDRgG3TrH69TatsUxp,84,pop,0.913,0.584,9,-5.263,1,0.223,0.521,5.36e-05,0.307,0.627,119.873,4
146770,Sam Smith,I'm Not The Only One,7795WJLVKJoAyVoOtCWqXN,84,pop,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,4
515583,Maroon 5,Memories,4cktbXiXOapiLBMprHFErI,84,pop,0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,4
311042,The Neighbourhood,Softcore,2K7xn816oNHJZ0aVqdQsha,84,alt-rock,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,4
176366,Lil Peep,Star Shopping,6Ox1rvlwEpB49drasQm6RF,84,emo,0.538,0.471,4,-9.84,0,0.0955,0.0946,0.0185,0.116,0.307,93.07,4
574172,Fuerza Regida,Billete Grande (En Vivo),3XfUFGzbr0LmwFVoLXd9cO,84,sad,0.751,0.601,5,-5.912,0,0.0828,0.533,0.0,0.377,0.56,100.994,1
406373,Harry Styles,Adore You,3jjujdWJ72nww5eGnfs2E7,84,pop,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,4
551835,MC Xenon,Sem Aliança no Dedo,22sAwsBH0NoNJXnrBenQuO,84,funk,0.532,0.355,1,-6.632,1,0.332,0.732,0.0,0.105,0.399,82.713,3
66269,Avicii,Wake Me Up,0nrRP2bk19rLc0orkWPQk2,84,dance,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4
574175,Grupo Marca Registrada,El Rescate,4w273WCBXwM4P3jTX5HkB2,84,sad,0.794,0.594,7,-8.698,0,0.139,0.283,0.000381,0.109,0.637,99.238,3
541584,RAYE,Escapism. - Sped Up,4rPJSqrov3zqGwXlemLBMw,84,dance,0.435,0.768,6,-5.352,0,0.201,0.0857,0.000231,0.0918,0.378,107.588,4
515575,Ed Sheeran,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,84,pop,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4
564143,NewJeans,Attention,2pIUpMhHL6L9Z5lnKxJJr9,84,k-pop,0.811,0.648,10,-3.684,0,0.0368,0.236,0.0,0.0761,0.695,104.988,4
779182,Linkin Park,Numb,2nLtzopw4rPReszdYBJU6h,84,metal,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,4
569199,Billie Eilish,TV,3GYlZ7tbxLOxe6ewMNVTkw,84,pop,0.412,0.236,4,-15.159,0,0.0379,0.83,0.00653,0.147,0.119,140.214,4
454749,Glass Animals,Heat Waves,02MWAaffLxlfxAUY7c5dvx,84,indie-pop,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4
487901,Lost Frequencies,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,84,dance,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,4
452805,21 Savage,Glock In My Lap,6pcywuOeGGWeOQzdUyti6k,84,hip-hop,0.847,0.733,10,-6.439,0,0.16,0.00574,1.04e-05,0.151,0.202,130.029,4
732740,Eminem,Till I Collapse,4xkOaSrkexMciUUogZKVTS,84,hip-hop,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,4
162916,The Neighbourhood,Daddy Issues,5E30LdtzQTGqRvNd7l6kG5,84,alt-rock,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4
519369,Elton John,Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,84,rock,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,4
608995,Linkin Park,Lost,373gDROnujxNTFa1FojYIl,84,metal,0.596,0.798,0,-4.63,1,0.0285,0.00412,0.0,0.338,0.459,105.01,4
591087,Marshmello,El Merengue,51FvjPEGKq2zByeeEQ43V9,84,dance,0.775,0.677,8,-4.703,0,0.0442,0.0313,0.00517,0.112,0.698,124.011,4
569208,The Weeknd,Is There Someone Else?,0mL82sxCRjrs3br407IdJh,84,pop,0.702,0.586,9,-7.83,0,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,4
845634,Shakira,Hips Don't Lie (feat. Wyclef Jean),3ZFTkvIE7kyPt6Nu3PEa7V,84,dance,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,4
569264,Feid,Normal,0T2pB7P1VdXPhLdQZ488uH,84,pop,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,4
461992,The Weeknd,Heartless,6bnF93Rx87YqUBLSgjiMU8,84,pop,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,4
515567,Olivia Rodrigo,good 4 u,4ZtFanR9U6ndgddUvNcjcG,84,pop,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,4
560183,Future,WAIT FOR U (feat. Drake & Tems),59nOXPmaKlBfGMDeOVGrIK,84,hip-hop,0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,4
576556,Gustavo Mioto,Eu Gosto Assim - Ao Vivo,4ASA1PZyWGbuc4d9N8OAcF,84,sertanejo,0.636,0.909,0,-3.685,1,0.0439,0.149,0.0,0.719,0.61,154.189,4
612546,Sam Smith,I'm Not Here To Make Friends,3i0FkJYlU4MFfYkjFHXXAM,84,pop,0.698,0.895,0,-4.439,1,0.0628,0.172,1.45e-05,0.409,0.838,114.914,4
541601,MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),3rb0tMq42WfggucPm0HHkA,84,dance,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,3
515570,Olivia Rodrigo,traitor,5CZ40GBx1sQ9agT82CLQCT,84,pop,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,4
515571,Billie Eilish,Happier Than Ever,4RVwu0g32PAqgUiJoXsdF8,84,pop,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,3
243903,Frank Ocean,Pink + White,3xKsf9qdS1CyvXSMEid6g8,84,hip-hop,0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,3
617255,Henrique & Juliano,Traumatizei - Ao Vivo Em Brasília,0JIYoXtJfORxI6gRpHv6ZW,84,sertanejo,0.483,0.91,11,-3.474,1,0.0845,0.13,0.0,0.395,0.576,166.057,4
243906,Drake,One Dance,1zi7xx7UVEFkmKfv06H8x0,84,hip-hop,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,4
574173,Luis R Conriquez,El Gavilán,4ygQ5wSuzzNRevVjup1qV2,84,sad,0.724,0.684,11,-4.413,1,0.0705,0.144,0.0035,0.302,0.729,144.117,3
515574,Olivia Rodrigo,drivers license,5wANPM4fQCJwkGd4rN57mH,84,pop,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,4
461996,Taylor Swift,cardigan,4R2kfaDFhslZEMJqAFNpdd,84,pop,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,4
119670,Avicii,The Nights,0ct6r3EGTcMLPtrXHDvVjc,84,dance,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,4
321016,Lady Gaga,Shallow,2VxeLyX666F8uXCJ0dZF8B,83,dance,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,4
569203,Taylor Swift,Midnight Rain,3rWDp9tBPQR9z6U5YyRSK4,83,pop,0.643,0.363,0,-11.738,1,0.0767,0.69,5.17e-05,0.115,0.23,139.865,4
569197,SZA,Shirt,2wSTnntOPRi7aQneobFtU4,83,pop,0.848,0.512,3,-7.72,0,0.102,0.228,0.00232,0.0879,0.572,120.009,4
406369,Taylor Swift,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,83,pop,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,4
284812,"Tyler, The Creator",See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,83,hip-hop,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,4
