,artist_name,track_name,track_id,popularity,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
109721,The Neighbourhood,#icanteven (feat. French Montana),0xSfELjbi6QwmprLDu4Nrx,62,alt-rock,0.359,0.625,6,-9.387,0,0.146,0.114,1.9e-05,0.0787,0.154,111.866,4
245705,Big Thief,Paul,4AA4xt0NvJCUaJYh9SoZ1y,62,indie-pop,0.446,0.263,11,-11.541,1,0.0403,0.199,0.000305,0.109,0.168,123.696,4
245706,Mitski,Crack Baby,0I0MPzbmzsjpttpkqWgNyx,62,indie-pop,0.181,0.553,6,-11.913,1,0.0459,0.000807,0.249,0.0759,0.057,63.608,4
245710,EDEN,sex,26ZX2JrAb8AFbr8FFfAsO7,62,indie-pop,0.413,0.521,9,-4.469,1,0.0466,0.162,0.0,0.323,0.532,103.391,4
926155,Eddie Vedder,Hard Sun,0fzCtVM9D5UEwiLqcY8Ouq,62,acoustic,0.438,0.827,8,-6.531,1,0.0328,0.0512,0.000402,0.319,0.645,143.377,4
109720,Thousand Foot Krutch,Untraveled Road,3WG3wFBe9NgkWB1mNGE6fJ,62,alt-rock,0.593,0.85,11,-6.341,1,0.0411,0.000315,1.52e-06,0.067,0.467,125.027,4
109709,Seether,Nobody Praying For Me,3bq8WiQrEXMwPAibYs7tpu,62,alt-rock,0.541,0.916,7,-5.964,0,0.0612,0.00326,2.04e-06,0.0967,0.627,156.015,4
1094176,Mac Miller,Nikes on My Feet,7cAFB83sEKAmwekVvQtGZj,62,hip-hop,0.801,0.57,9,-5.103,0,0.265,0.559,0.0,0.111,0.565,92.058,4
1083837,Sleeping With Sirens,"If I'm James Dean, You're Audrey Hepburn",1wFRkVclQWfMQQcaVLjmBE,62,emo,0.425,0.936,8,-5.52,0,0.0829,2.1e-05,0.0,0.926,0.417,158.046,4
1094180,Eminem,25 To Life,0dyWQoMOU9oERL6c9vxtRp,62,hip-hop,0.701,0.931,8,-0.945,0,0.243,0.239,0.0,0.194,0.362,79.996,4
246884,Norah Jones,Carry On,4ZFhVVawR0xMJ5dJFNxFRl,62,jazz,0.547,0.216,10,-14.908,1,0.0343,0.924,0.214,0.109,0.358,79.941,3
109702,Bush,Machinehead,6dJODklApmve5IzgKWUqV2,62,alt-rock,0.143,0.919,9,-4.438,1,0.11,2.57e-05,0.00427,0.134,0.201,172.668,3
1094210,Los Titanes De Durango,El Prostipirugolfo,48rJQa3TdMfnPJxh1oPxsZ,62,hip-hop,0.757,0.93,5,-3.848,1,0.0764,0.289,1.08e-06,0.123,0.893,127.47,4
247539,DEAN,D (Half Moon),3uA8SjMyDtwtt0jLPMQbVD,62,k-pop,0.512,0.765,7,-5.252,1,0.136,0.246,0.0,0.0573,0.519,169.709,4
247550,Suzy,Dream,3JBnDOUd18QKjDqSYuOfpm,62,k-pop,0.718,0.476,4,-9.205,1,0.139,0.422,0.0,0.0876,0.448,48.973,4
919284,Sérgio Mendes,Mas Que Nada,6U7GUjtamt2P0LcFod1dBT,62,samba,0.747,0.928,5,-6.107,0,0.0824,0.0297,1.75e-06,0.113,0.87,100.065,4
100269,Chitãozinho & Xororó,Evidências,1X95pCQG939KCbJL6yVQgw,62,sertanejo,0.513,0.901,2,-3.089,1,0.0479,0.249,0.0,0.934,0.371,98.926,4
109890,Dread Mar I,Nada,0K93vBqSbCePIqOm3MiZuX,62,alt-rock,0.6,0.732,6,-6.197,1,0.049,0.178,0.0,0.218,0.621,88.947,4
110629,Novo Amor,From Gold,3ePd4K8tcdfr7KmbuOTrKK,62,ambient,0.392,0.433,5,-13.313,1,0.0364,0.92,0.646,0.0937,0.0432,100.253,4
110630,Novo Amor,Holland,27Db1BCtkCQ4bFvENFYogm,62,ambient,0.496,0.174,1,-11.908,1,0.0372,0.907,0.0721,0.114,0.0903,137.993,4
110635,Jóhann Jóhannsson,A Model of the Universe,5ay0cvjtVAbMLOe8gTadFh,62,ambient,0.336,0.044,7,-29.255,0,0.0456,0.982,0.96,0.221,0.0666,90.243,4
243993,6LACK,Ex Calling,1MQ8ydvrTnn2QJgXFATJvD,62,hip-hop,0.773,0.564,1,-7.241,1,0.249,0.00561,1.99e-05,0.213,0.0588,155.976,4
118834,Miranda Lambert,Automatic,0B0y2FImat9j9MJTNRZWfW,62,country,0.591,0.703,10,-6.211,1,0.0256,0.0435,2.34e-06,0.145,0.402,95.993,4
243996,Mac Miller,"God Is Fair, Sexy Nasty (feat. Kendrick Lamar)",6hzbRKhJHo6cfCHSnNaDS8,62,hip-hop,0.467,0.41,2,-12.028,1,0.185,0.328,4.28e-05,0.113,0.136,95.931,4
1085376,Sexion d'Assaut,Wati by Night,4g0kyRLFKBYFxDF1vCxj8v,62,french,0.932,0.756,2,-2.607,1,0.15,0.15,0.0,0.0232,0.759,114.986,4
1087942,Marquinhos Gomes,Ele Não Desiste de Você,344vyXHCBYXPGV4jO8Jo8X,62,gospel,0.533,0.439,0,-7.714,1,0.0287,0.625,0.0,0.206,0.392,140.307,4
118828,Dierks Bentley,I Hold On,01e8dGbulrphX8j3fZDQYk,62,country,0.614,0.715,0,-6.451,1,0.0445,0.0849,0.000316,0.102,0.231,117.956,4
118827,Florida Georgia Line,Anything Goes,46ZfPS5VpSQVU5gb82hg3K,62,country,0.458,0.976,0,-3.791,1,0.0459,0.00182,0.0,0.193,0.76,154.007,4
118826,Sam Hunt,Leave The Night On,3wx2kQWPn9p5UppQbNhPAk,62,country,0.514,0.951,9,-3.813,1,0.0603,0.0951,0.0,0.349,0.838,171.96,4
118823,Sam Hunt,Make You Miss Me,0xwPzLmBAYro8BUz7MrtAo,62,country,0.614,0.472,7,-6.626,1,0.0297,0.158,0.0,0.111,0.168,146.005,4
118822,David Nail,Whatever She's Got,4PJXT82AZtlDW4Q71b43oz,62,country,0.527,0.723,1,-6.134,1,0.0411,0.217,0.0,0.037,0.888,160.465,4
118820,Eric Church,Talladega,1TKlBK9cSrM5u4CiL4SETS,62,country,0.586,0.677,1,-8.343,1,0.0294,0.043,0.0936,0.0884,0.562,144.001,4
934836,Trace Adkins,You're Gonna Miss This,7Efs0OIW6zgQyH7ehKZYpN,62,country,0.5,0.665,8,-7.157,1,0.0355,0.0237,6.41e-05,0.0994,0.32,154.997,4
927592,Los Caligaris,Kilómetros,4Jr2cHZaIe1rmdVlc5efIy,62,alt-rock,0.564,0.966,7,-4.184,1,0.0811,0.0181,0.0,0.32,0.92,163.047,4
927477,Soda Stereo,Persiana Americana - Remasterizado 2007,5wCUdBsdubZ3ZFoJoRsMrY,62,alt-rock,0.602,0.916,4,-5.418,0,0.0399,0.0123,0.00134,0.133,0.549,101.212,4
244526,Hilltop Hoods,1955,6oSmp7qnvAxUXeUKhl67a6,62,hip-hop,0.766,0.5,11,-7.558,1,0.0695,0.719,5.91e-06,0.304,0.71,84.044,4
115280,ODESZA,Say My Name (feat. Zyra),1LeItUMezKA1HdCHxYICed,62,chill,0.749,0.745,6,-7.367,0,0.0479,0.0041,0.395,0.0748,0.347,115.048,4
110636,Max Richter,The Departure,3KG9I4JXpDwNQOsotE3uLh,62,ambient,0.384,0.00341,0,-39.053,0,0.0447,0.996,0.943,0.0964,0.117,116.941,4
285227,Nicky Jam,El Amante (feat. Ozuna & Bad Bunny) - Remix,04f13iELcsYpY2yeLiAcfq,62,hip-hop,0.803,0.767,8,-5.377,1,0.0535,0.311,0.0,0.073,0.598,89.968,4
558465,puremind,Only Girl,54LfEw5J52WrLsrmkN1AY3,62,hardstyle,0.533,0.905,11,-5.994,0,0.0733,0.00161,0.000884,0.388,0.431,165.051,4
285278,Wisin,Vacaciones,1rXojdsUqqxGj2WCmJGWHP,62,hip-hop,0.777,0.911,6,-3.223,0,0.173,0.246,0.0,0.257,0.704,96.017,4
488412,Laidback Luke,Whistle (feat. Bertie Scott),6hEJvWfNOvTUhLuV1Or1of,62,dance,0.832,0.922,0,-3.866,1,0.0712,0.0361,0.0274,0.109,0.716,127.999,4
494193,Sohodolls,Bang Bang Bang Bang - Remastered 2021,4Dku5HwdwweHyc9LrOL4AB,62,electro,0.719,0.566,1,-5.951,1,0.0354,0.207,3.71e-06,0.105,0.408,93.984,4
494190,elijah woods,take care,2ajQK2iRKBuDGxMeBxDzPA,62,electro,0.821,0.436,0,-7.992,1,0.0435,0.281,0.0,0.0448,0.777,92.513,4
572958,Polyphia,ABC (feat. Sophia Black),4c8TMfsKJIrRgCWs8LCEbQ,62,rock,0.681,0.827,6,-4.051,0,0.0651,0.0553,0.0,0.299,0.75,140.0,4
494182,Sasha Alex Sloan,when was it over? (feat. Sam Hunt),779UN3kabApm2zfqX549vf,62,electro,0.626,0.453,7,-9.295,1,0.0306,0.816,1.91e-06,0.0904,0.494,129.958,4
572965,Wet Leg,Being In Love,4VBE0mwU8Nmm8hiqfCe4Ve,62,rock,0.716,0.687,9,-4.94,0,0.0342,0.00922,0.11,0.123,0.342,126.03,4
494175,Bryce Vine,Miss You a Little (feat. lovelytheband),2tijppLc0gaWA2AfPDANvq,62,electro,0.636,0.886,0,-4.76,1,0.0433,0.347,0.0,0.171,0.589,140.888,4
493842,Dubdogz,Everybody Wants To Party,3hbi5zXAgQt0Z9V5JSOnCe,62,edm,0.72,0.858,0,-5.657,1,0.0314,0.000307,0.692,0.0932,0.565,124.001,4
493822,Vintage Culture,You Give Me A Feeling,2qRKTg13LJGHO4fmQTWT7x,62,edm,0.761,0.867,2,-6.168,1,0.0499,0.259,0.615,0.0689,0.679,126.03,4
493811,Fred again..,Billie (loving arms),46E2xeKBLrxS8hJ37Gq35G,62,edm,0.648,0.775,5,-4.798,1,0.0694,0.0561,0.0,0.444,0.371,128.072,4
572997,Imagine Dragons,Sirens,3IkEM7cjZ8FZtmVFq1q03c,62,rock,0.67,0.671,11,-6.488,0,0.0363,0.0557,0.00844,0.11,0.363,98.965,4
573004,Muse,Will Of The People,2xO0NhSt9kzKBbNjNVixfC,62,rock,0.362,0.947,11,-3.617,0,0.239,0.00895,0.0,0.285,0.583,130.005,4
573011,Arctic Monkeys,Jet Skis On The Moat,2HReNSxrMRcJ0cYMzKAJK6,62,rock,0.651,0.244,7,-11.925,1,0.0544,0.856,0.00165,0.0895,0.395,149.759,3
493799,RÜFÜS DU SOL,Next to Me,46haIwbQpVUkpAQj9V84Gp,62,edm,0.638,0.609,7,-7.332,1,0.0295,0.112,0.127,0.115,0.31,117.981,4
490356,Y.V.E. 48,You've Got The Love,2W0otyOuO6PixES66V4SgR,62,deep-house,0.755,0.44,8,-11.7,1,0.0475,0.202,0.129,0.167,0.151,107.036,4
488570,Neptunica,Love Is Gone,4fkFsB17kyzq27QhOVt19V,62,dance,0.629,0.815,7,-6.046,1,0.0683,0.016,0.000153,0.236,0.185,152.014,4
569604,Jubin Nautiyal,Shish Nawata Hoon,28odLhBa4Yh2yPoDWJMOPb,62,pop-film,0.382,0.688,7,-4.767,1,0.0401,0.464,0.0,0.0857,0.468,83.227,4
569557,Armaan Malik,Sun Maahi,0tE3kaT3c9tjSiOqZJnM1X,62,pop-film,0.323,0.608,7,-9.166,1,0.162,0.378,0.000254,0.114,0.186,177.179,3
494225,Alan Walker,Don't You Hold Me Down,0d1ujEcFwTqA4kWliTSJim,62,electro,0.773,0.839,5,-4.046,1,0.0566,0.0276,0.00797,0.132,0.303,123.975,4
497627,rayn,high,5NeydBopWtJSquefjGnRAp,62,french,0.456,0.678,10,-8.788,0,0.0787,0.569,7.36e-05,0.152,0.252,117.115,4
569482,Jeremih,All The Time (feat. Lil Wayne & Natasha Mosley),7JWmo14H5J8aUZ5b18kbev,62,pop,0.795,0.452,9,-9.369,0,0.331,0.58,5.56e-06,0.12,0.0357,109.953,4
498022,Zkr,Même valeurs,49wY7WK8NhEPzIYC63GmtI,62,french,0.752,0.274,3,-14.331,0,0.227,0.862,3.63e-06,0.101,0.26,95.983,4
497936,Booba,Mona Lisa,5LYRIyhmlrDAQsYdHEvP0f,62,french,0.784,0.529,11,-7.681,0,0.0742,0.683,0.0,0.118,0.246,134.041,4
497934,OBOY,TDB,5YoDQgB4j7oBHWXH3DcwFD,62,french,0.882,0.675,3,-6.004,1,0.141,0.0474,0.000598,0.124,0.758,140.092,4
497862,Smeels,Benefice,7AS57sFNv9T45jGG3xW6vR,62,french,0.832,0.636,8,-10.475,0,0.0837,0.177,5.8e-06,0.0666,0.48,101.026,4
497630,Boris Way,Pink Soldiers,2JOTbHmj0jwBM9bHgcVEOq,62,french,0.828,0.639,5,-6.251,0,0.0351,0.167,0.165,0.133,0.496,123.021,4
497617,Lavern,Move Me,6LptEwO1ObZvVQXlU0BPIJ,62,french,0.706,0.644,8,-9.958,1,0.044,0.802,0.0264,0.14,0.188,120.032,4
569547,Thaman S,"Maa Bava Manobhavalu (From ""Veera Simha Reddy"")",2aJsalAXemhbfqK114nxAG,62,pop-film,0.655,0.974,9,-4.994,1,0.194,0.606,0.149,0.0835,0.486,80.008,4
497609,LEISURE,Lonely Nights,1SJ7eKG6Ha5opLNxlXXvwa,62,french,0.688,0.596,5,-7.698,0,0.0298,0.124,0.0321,0.244,0.718,104.06,4
569517,BIA,LONDON (feat. J. Cole),5vhrsx08dHh2QcVh1Rsiwt,62,pop,0.644,0.671,11,-5.156,0,0.315,0.0225,0.0,0.0855,0.563,132.001,4
496707,Matheus Fernandes,Baby Me Atende,1bWBG6IkMnDr3qvCKSvQT7,62,forro,0.65,0.792,6,-3.825,0,0.0393,0.607,2.36e-05,0.92,0.872,154.027,4
569528,Nakash Aziz,"Current Laga Re (From ""Cirkus"")",0z8wIFS6LUp2iz6kajcID7,62,pop-film,0.504,0.966,0,-3.072,0,0.389,0.282,1.89e-06,0.0733,0.414,151.031,4
495913,Brandi Carlile,You and Me On The Rock (feat. Lucius),61X73CJcpwGIxgQgKEXbw0,62,folk,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4
495165,Yung Beef,METALLICA,4XeqABCbUqyznqTgB8Ckzj,62,emo,0.586,0.816,1,-4.492,0,0.122,0.0992,0.00539,0.355,0.58,174.053,4
488432,Goodboys,Bongo Cha Cha Cha,7J4zszAZxAyowZp7gNUIUI,62,dance,0.817,0.974,5,-5.703,0,0.0473,0.00664,0.255,0.0651,0.973,126.006,4
488366,Maddix,Activating,3pazCuwZT3PIxjCiWEZdfY,62,dance,0.633,0.908,8,-5.432,0,0.061,0.0379,0.843,0.432,0.271,129.985,4
498059,Timal,Filtré,7eb7JIRN6HKpedFSDGd4yI,62,french,0.854,0.867,6,-3.63,1,0.0534,0.122,1.53e-06,0.131,0.787,129.989,4
488282,Tungevaag,Ride With Me (feat. Kid Ink) - Brennan Heart Remix,74CkeJ0vYYTdQImnaLy759,62,dance,0.693,0.864,4,-4.17,0,0.0483,0.278,0.0388,0.0777,0.142,149.998,4
487971,Doja Cat,You Right - Extended,4rmwWGh87KY0ouByBEh1zC,62,dance,0.837,0.567,8,-6.709,1,0.0649,0.0158,0.00139,0.118,0.502,129.001,4
487966,Bruno Mars,Fly As Me,3a6FcTyvSf0ED3VXeH3PJ5,62,dance,0.783,0.627,2,-8.521,1,0.102,0.00756,0.0,0.0606,0.48,100.025,4
487964,Doja Cat,Love To Dream,6Q9IUoBTNLHgBib1FSFGbj,62,dance,0.734,0.45,6,-7.075,1,0.0824,0.597,7.33e-06,0.0964,0.529,135.067,4
487957,Two Friends,Life's Too Short,326yOKaTPs91elL1KW794F,62,dance,0.648,0.795,0,-5.67,1,0.0433,0.0275,0.0,0.113,0.364,100.032,4
487955,Doja Cat,Up And Down,1uQ1TZ9YIWCtBTgq09uoix,62,dance,0.829,0.761,10,-4.882,0,0.117,0.186,7.78e-06,0.0705,0.67,74.979,4
487125,Luke Combs,South On Ya,0cvmA0xg8FkzKvBnO8987X,62,country,0.586,0.931,7,-4.096,1,0.0453,0.017,0.0,0.0498,0.472,134.051,4
487107,Mitchell Tenpenny,Truth About You,0M0YznaIOwAdoo2cT2KwpK,62,country,0.517,0.712,10,-4.65,1,0.0376,0.092,0.0,0.109,0.699,80.999,4
487103,Kane Brown,One Mississippi,4FdPnT2cFrpWCmWZd7GXc3,62,country,0.471,0.846,0,-5.269,1,0.0389,0.00279,2.86e-06,0.145,0.539,100.089,4
487102,Jordan Davis,Drink Had Me,4KOEQ1VPa1Ri5PWT1h84jt,62,country,0.699,0.642,11,-5.246,1,0.0319,0.376,0.0,0.0848,0.796,94.974,4
487101,Blake Shelton,Happy Anywhere (feat. Gwen Stefani),6LVzOLJkzG3C4hLNOdaBry,62,country,0.606,0.737,8,-5.745,1,0.0321,0.134,0.0,0.057,0.65,82.966,4
487099,Zach Bryan,Hell or Highwater - Live,3y8HeC82z6JzIcnLEj0GcO,62,country,0.485,0.32,7,-11.761,1,0.0304,0.677,9.54e-06,0.0819,0.455,78.797,4
574259,La Fiera de Ojinaga,Chiquita Bonita,2OE3DPyc9S0IBLhy9S3vcn,62,sad,0.696,0.798,4,-4.19,0,0.0595,0.635,7.4e-06,0.172,0.797,125.74,4
487098,Morgan Wallen,Whiskey’d My Way,6HsXpHn2s6S9arU3Wy7ndc,62,country,0.443,0.518,2,-6.373,1,0.0266,0.603,0.00225,0.0984,0.323,185.764,3
574264,Khantrast,Cyberfreak,5xjBjhBgqR9lJguneF01jQ,62,sad,0.696,0.426,1,-11.073,1,0.047,0.00474,0.319,0.0481,0.102,120.016,4
574270,Edgardo Nuñez,La Envidia Se Dio Cuenta - En Vivo,0612bpbpVUQX7mwYNO36xj,62,sad,0.566,0.527,5,-5.961,1,0.196,0.518,0.0,0.558,0.544,175.399,3
487978,Doja Cat,Payday (feat. Young Thug),2HolBGR6tpiWI80MXoV1dJ,62,dance,0.619,0.707,1,-5.791,1,0.0499,0.0366,7.54e-05,0.13,0.558,168.995,4
487987,Jonas Brothers,Remember This,6nACZEZIt1CIBmF09r5Pb5,62,dance,0.669,0.629,1,-5.018,0,0.0803,0.217,0.0,0.366,0.294,110.865,4
487992,Bruno Mars,Blast Off,2kpoReN3MY7I0tSF902n0z,62,dance,0.482,0.548,11,-9.946,1,0.0373,0.0363,2.28e-06,0.3,0.346,76.017,4
488066,Burna Boy,B. D’OR (feat. Wizkid),3ketN3dth18vSJ1T3HIztN,62,dance,0.873,0.658,4,-8.031,0,0.108,0.00858,0.0061,0.0999,0.483,104.033,4
488232,TWOPILOTS,If You Had My Love,0JWSMYurMhPmlD5H8VRoTn,62,dance,0.77,0.875,10,-4.012,0,0.0817,0.375,0.0,0.335,0.766,113.99,4
488100,Selena Gomez,999 (with Camilo),0EtuSDTRJYUwlPf4y6coIz,62,dance,0.781,0.748,1,-4.604,1,0.242,0.105,0.0,0.156,0.788,149.819,4
488099,ZAYN,Vibez,6T6D9CIrHkALcHPafDFA6L,62,dance,0.643,0.671,7,-7.45,1,0.0842,0.241,0.0178,0.12,0.297,96.924,4
488083,Selena Gomez,De Una Vez,1v3lhrZEsOcazqR2QIyyRu,62,dance,0.659,0.479,11,-6.79,0,0.2,0.152,0.0025,0.268,0.0395,163.882,4
488070,HRVY,1 Day 2 Nights,2LAtELE0xGyMKcvNlxiyF3,62,dance,0.747,0.749,0,-6.337,1,0.0558,0.0798,1.79e-06,0.318,0.914,121.964,4
488069,Mimi Webb,Dumb Love,2Ms8MDDtYBw7M3K5F3EqPX,62,dance,0.569,0.422,0,-5.856,1,0.0302,0.0296,0.0,0.0613,0.175,76.96,4
488046,ELIO,CHARGER,0iBBOvVQ8QCK7F95boCn3C,62,dance,0.8,0.618,1,-9.348,1,0.0442,0.151,0.235,0.123,0.461,113.999,4
488004,ELIO,CHARGER (ft. Charli XCX),3InNdtWYQV1Wx81qST5rU1,62,dance,0.804,0.593,1,-10.459,1,0.045,0.171,0.063,0.115,0.473,114.04,4
488031,Brando,Party's Over,3V2lP7h00m02fOQSjNUVMV,62,dance,0.799,0.643,8,-5.784,1,0.0442,0.0288,1.91e-06,0.0889,0.387,119.987,4
488029,Brando,Yes or No,2rqTZrpsqlbzIz3wQ7s2Q1,62,dance,0.879,0.655,4,-5.602,1,0.0401,0.106,0.00397,0.131,0.67,118.025,4
488020,MARINA,Venus Fly Trap,6h7AmUi3ghBeEfsZygAxOd,62,dance,0.586,0.856,9,-4.392,0,0.0512,0.0883,1.73e-06,0.341,0.518,135.095,4
488014,Tensnake,Antibodies - LP Giobbi Remix,6a8LfgC5aAaHNhsQcGQY1r,62,dance,0.61,0.765,3,-4.914,1,0.172,0.175,1.05e-06,0.0914,0.243,125.028,4
488011,Virginia To Vegas,Malibu,5XPo15e5ICs6NvSMn44pTF,62,dance,0.657,0.653,9,-8.525,1,0.0258,0.0568,0.000142,0.321,0.624,111.974,4
488010,Icona Pop,Off Of My Mind,1HHnQYqcnlnE9q7LGFFGFj,62,dance,0.798,0.752,1,-5.947,1,0.227,0.128,0.0362,0.0795,0.565,125.996,4
498026,Orelsan,Du propre,17gkoi8EGPO1XssTOYK5ki,62,french,0.834,0.693,8,-8.281,1,0.294,0.0217,0.0,0.183,0.358,149.952,4
498073,La Fève,NO HOOK,0xw6ZfsL704tDXUvvZnLlS,62,french,0.715,0.407,1,-6.418,1,0.387,0.0197,0.0,0.221,0.557,157.133,3
574283,Parker Jack,WHO I AM,06rpIOxnQoXUAcJHBV0u3k,62,sad,0.513,0.452,8,-12.946,0,0.311,0.28,0.0,0.0997,0.0596,93.025,4
506888,Lil Durk,Finesse Out The Gang Way (feat. Lil Baby),61FfbHfk4qT8ZzNA5dqN9j,62,hip-hop,0.736,0.887,1,-4.159,0,0.124,0.218,0.0,0.101,0.495,100.501,3
508567,Crawlers,Come Over (Again),4PDJDIdWxNN1AlnbrKkoPf,62,indie-pop,0.498,0.713,2,-7.738,1,0.0278,0.00393,0.0,0.0675,0.235,93.018,4
508563,Men I Trust,Sugar,2joEpsXflccZD0ZwKEdz5m,62,indie-pop,0.823,0.461,9,-12.75,0,0.0366,0.647,0.327,0.14,0.798,114.026,4
508562,Claire Rosinkranz,Frankenstein,1xSmjB0t19q4CSJ0X0ymGB,62,indie-pop,0.826,0.745,2,-6.091,1,0.141,0.13,1.32e-05,0.178,0.883,119.92,4
508549,Daisy the Great,Record Player (with AJR),4jYt1pQqg2mIZmY4FWCZEM,62,indie-pop,0.665,0.684,11,-7.049,0,0.106,0.247,0.0,0.0636,0.927,73.986,4
508545,Japanese Breakfast,Be Sweet,0dpyzcT3RMNNSd2xKBf35I,62,indie-pop,0.653,0.877,2,-5.82,0,0.0275,0.0102,1.04e-05,0.32,0.62,109.985,4
508539,Remi Wolf,Sexy Villain,27sBcXtgTBSJRdUxei1a7J,62,indie-pop,0.766,0.539,7,-4.927,1,0.0479,0.402,0.0,0.104,0.888,120.175,4
507653,Silent Ocean,Raanjhanaa - Lofi Flip,3TEpHcylaJDZyYOiBVzlwN,62,indian,0.272,0.473,6,-11.03,0,0.0944,0.788,0.119,0.949,0.323,200.01,4
507567,Ewan McVicar,Tell Me Something Good,5krhFNgUcYHwXlNPJJYzFM,62,house,0.812,0.796,8,-10.548,1,0.0356,0.00826,0.921,0.365,0.961,125.976,4
507548,CARSTN,Come Around,2OA3jzS8vLCozzgUTv0Eo6,62,house,0.644,0.855,11,-5.441,1,0.0572,0.0287,0.0,0.0693,0.506,112.046,4
507545,Shermanology,Boyz N Da Club - Radio Edit,26zt79lTciS4tfncBX1qPV,62,house,0.907,0.707,4,-7.627,0,0.185,0.00983,0.444,0.166,0.566,129.097,4
507382,Don Omar,My Space,3zpGn3dWTFVLgJwf0Q2OA3,62,hip-hop,0.793,0.765,5,-7.077,1,0.312,0.0756,2.93e-06,0.0889,0.725,176.041,4
507268,Daddy Yankee,PROBLEMA,2dl5K2ScW7jYhAhuem06cm,62,hip-hop,0.773,0.8,10,-3.17,0,0.0987,0.0613,0.00403,0.0327,0.842,89.988,4
507205,KSI,Holiday,6nV2dFZXpv1JlqDWBeTXRl,62,hip-hop,0.356,0.684,8,-7.347,1,0.0878,0.152,0.0,0.101,0.347,87.188,4
507156,Don Omar,Bandoleros,4MLSjN1xAevuHXoSs8etwl,62,hip-hop,0.553,0.879,5,-4.519,0,0.361,0.425,0.0,0.292,0.757,86.657,4
506994,Zxmyr,Alas Pa’ Volar,66C8h7cHJgVXABruyb5kzF,62,hip-hop,0.91,0.589,7,-6.789,0,0.161,0.144,0.0,0.113,0.544,126.906,4
508572,Lovejoy,It's All Futile! It's All Pointless!,5RLb64aVhzsTLXTpdJSO3E,62,indie-pop,0.543,0.529,9,-8.919,1,0.0769,0.00872,0.0484,0.0857,0.453,165.202,4
508586,girl in red,I'll Call You Mine,6rYgEHuyhO064Lgj48qlIe,62,indie-pop,0.612,0.727,4,-5.141,1,0.0492,0.173,5.61e-05,0.273,0.677,119.907,4
508592,Glass Animals,I Don't Wanna Talk (I Just Wanna Dance),2xXPVOKw75Ouju8Qu4SdIA,62,indie-pop,0.703,0.624,7,-6.228,1,0.0364,0.0156,5.53e-05,0.299,0.808,131.966,4
510801,TAEMIN,Advice,4rOODw637hsmsq0uzT0DN3,62,k-pop,0.659,0.821,9,-2.215,0,0.0468,0.406,0.0,0.114,0.353,161.983,4
511621,Spiritbox,Circle With Me,6I5zXzSDByTEmYZ7ePVQeB,62,metal,0.422,0.874,8,-4.606,0,0.0534,0.000166,0.231,0.143,0.392,102.743,4
510858,IU,strawberry moon,2g0LdZQce9xlcHb1mBJyuz,62,k-pop,0.475,0.712,6,-3.306,1,0.0431,0.138,0.0,0.0936,0.443,169.796,4
510832,ENHYPEN,Just A Little Bit,3QdjLOemIcMZovVOnvJP7P,62,k-pop,0.441,0.59,0,-5.615,1,0.0514,0.242,0.0,0.349,0.411,84.633,4
510819,SEVENTEEN,Anyone,12jngD7Hu6if6sIzPkO2k4,62,k-pop,0.682,0.612,1,-7.961,0,0.0814,0.0617,0.0,0.124,0.485,109.99,4
510815,Hwa Sa,I`m a B,1AToLLvWghQgiBFef1iGuR,62,k-pop,0.711,0.77,10,-4.724,0,0.0826,0.135,8.9e-06,0.18,0.927,139.968,4
510803,BIBI,BAD SAD AND MAD,0zPbUxvYRlCGwruakkXPLI,62,k-pop,0.746,0.558,0,-7.47,0,0.088,0.545,0.00019,0.0904,0.638,90.013,4
510790,TWICE,MOONLIGHT,14k4ALBLN2FjtELYDcQUoi,62,k-pop,0.807,0.704,5,-5.496,0,0.071,0.0245,0.0,0.0535,0.961,115.995,4
508680,Lucky Daye,Over - Sped Up,3JycZFWWQGXkTTJQ6CoNFy,62,indie-pop,0.694,0.67,2,-5.624,0,0.105,0.471,0.0,0.183,0.443,125.509,4
510789,BAEKHYUN,Cry For Love,4QqROKO0RtV5CvxE7g90uw,62,k-pop,0.706,0.692,1,-4.084,0,0.0483,0.338,0.0,0.113,0.526,136.078,4
510786,TWICE,REWIND,4BBnKqIS2pj2hX0zm0CZZx,62,k-pop,0.665,0.732,5,-4.865,1,0.173,0.768,0.0,0.378,0.436,82.026,4
509926,DARGZ,Lou's Tune,5crkOzXbUZ5SOSkSat7g4T,62,jazz,0.527,0.643,10,-8.072,0,0.0355,7.61e-05,0.725,0.174,0.844,75.036,4
509130,Pain,Party in My Head,0iqJIE15UsLphh2BdZ3aoh,62,industrial,0.445,0.914,4,-5.001,0,0.0494,0.000152,0.0,0.549,0.587,135.032,4
509128,EggPlantEgg,愛情你比我想的閣較偉大 -《當男人戀愛時》電影主題曲,4fJlSLYLiu5trFCMZdSQDC,62,indie-pop,0.665,0.654,9,-6.948,0,0.0725,0.00249,0.00119,0.109,0.736,149.969,4
509032,T.R.I,Ánh Sao Và Bầu Trời,5iZHnufFUgATzrpGgH1K0W,62,indie-pop,0.662,0.205,5,-14.005,0,0.0349,0.876,0.00354,0.109,0.268,139.911,4
